qid,query,docno,text,score,rank
332593,how often to button quail lay eggs,6534082_1,The male is crowing but the females aren't laying eggs yet.,-12.255548477172852,132
332593,how often to button quail lay eggs,7362660_0,They are also fast growing; it takes about 8 week for them to reach 12 ounces in optimal conditions.,-12.280835151672363,133
332593,how often to button quail lay eggs,1167181_2,5.,-12.338134765625,134
332593,how often to button quail lay eggs,1222946_0,1 The coturnix quail.,-12.494815826416016,135
332593,how often to button quail lay eggs,1222946_2,The bobwhite quail.,-12.573898315429688,136
332593,how often to button quail lay eggs,8434871_1,"Without special attention, this practice can very quickly deplete the female of her bone calcium and other essential nutrients, leading to a very early death.",-12.58831787109375,137
332593,how often to button quail lay eggs,7362661_3,3.,-12.595245361328125,138
332593,how often to button quail lay eggs,5975274_3,3.,-12.595245361328125,139
332593,how often to button quail lay eggs,6616556_0,2.,-12.646026611328125,140
332593,how often to button quail lay eggs,8434869_0,"October 12, 2009.",-12.650732040405273,141
332593,how often to button quail lay eggs,45438_1,Each hen appears to lay eggs with a. characteristic shell pattern or colour.,-12.682781219482422,142
332593,how often to button quail lay eggs,6534089_1,"Discussion in 'Quail' started by quailfarm14, Jul 29, 2014.",-12.683581352233887,143
332593,how often to button quail lay eggs,4431496_2,It builds its nest on the ground and lives in the grass.,-12.699457168579102,144
332593,how often to button quail lay eggs,3731313_0,1 An adult quail weights between 150 to 200 grams and an egg weights around 7 to 15 grams.,-12.716464042663574,145
332593,how often to button quail lay eggs,6534085_1,You can see my pickled quail egg recipe here.,-12.733014106750488,146
332593,how often to button quail lay eggs,4614346_0,The nests tend to be large because of the number of eggs they must accommodate.,-12.772551536560059,147
332593,how often to button quail lay eggs,6534089_3,The male is crowing but the females aren't laying eggs yet.,-12.80817985534668,148
332593,how often to button quail lay eggs,4023721_0,Thoughts on Raising Coturnix Quail.,-12.832257270812988,149
332593,how often to button quail lay eggs,4023720_1,Quails can get stress from all the new surroundings and from the long move.,-12.841498374938965,150
332593,how often to button quail lay eggs,7362661_1,Quails can get stress from all the new surroundings and from the long move.,-12.841498374938965,151
332593,how often to button quail lay eggs,6616556_2,Quails can get stress from all the new surroundings and from the long move.,-12.841498374938965,152
332593,how often to button quail lay eggs,5975274_1,Quails can get stress from all the new surroundings and from the long move.,-12.841498374938965,153
332593,how often to button quail lay eggs,8434869_4,"This breed is also known as the Japanese quail, the Bible quail and the Nile quail.",-12.849236488342285,154
332593,how often to button quail lay eggs,7073996_3,"This breed is also known as the Japanese quail, the Bible quail and the Nile quail.",-12.849977493286133,155
332593,how often to button quail lay eggs,931415_2,They live three to five years and reach sexual maturity in two years.,-12.860610961914062,156
332593,how often to button quail lay eggs,5241327_1,An indication that male quail are fertile is the foamball they have on their droppings.,-12.868674278259277,157
332593,how often to button quail lay eggs,5241327_3,An indication that male quail are fertile is the foamball they have on their droppings.,-12.868674278259277,158
332593,how often to button quail lay eggs,6616552_1,An indication that male quail are fertile is the foamball they have on their droppings.,-12.877440452575684,159
332593,how often to button quail lay eggs,6616559_0,Quails can get stress from all the new surroundings and from the long move.,-12.93766975402832,160
332593,how often to button quail lay eggs,931416_3,HISTORY: Japanese quail have been widely distributed in Europe and Asia.,-12.97341537475586,161
332593,how often to button quail lay eggs,6765225_2,It's a little less for a female.,-13.020293235778809,162
332593,how often to button quail lay eggs,4023721_1,"If you are looking to start raising quail for business to sell the meat or eggs and want a quick turn around, the Coturnix Quail would be the right choice.",-13.056388854980469,163
332593,how often to button quail lay eggs,931412_2,"Now, let's get on with it!",-13.122908592224121,164
332593,how often to button quail lay eggs,4431496_0,The bobwhite is called a quail in northern and eastern United States and in Canada.,-13.159534454345703,165
332593,how often to button quail lay eggs,5975274_5,You should have 1 square foot of floor space per quail.,-13.160013198852539,166
332593,how often to button quail lay eggs,4431496_6,They live in Western and Southwestern states.,-13.167875289916992,167
332593,how often to button quail lay eggs,4431496_5,These birds have crests standing on their heads.,-13.17459487915039,168
332593,how often to button quail lay eggs,8434870_2,"Japanese quails (cortunix japonica) are among the best layers and with favourable quality conditions like good feeds, lighting, lack of stress, control of preditors etc.",-13.19422435760498,169
332593,how often to button quail lay eggs,6534082_2,How long do you think till they might...,-13.251795768737793,170
332593,how often to button quail lay eggs,4614346_4,These chicks are instantly mobile and able to leave the nest.,-13.269512176513672,171
332593,how often to button quail lay eggs,7073999_1,"September 25, 2008January 19, 2009 by sara.",-13.27687931060791,172
332593,how often to button quail lay eggs,931415_4,Continue Reading.,-13.281959533691406,173
332593,how often to button quail lay eggs,4431502_5,Continue Reading.,-13.28381633758545,174
332593,how often to button quail lay eggs,4952095_2,No other eggs to date.,-13.365467071533203,175
332593,how often to button quail lay eggs,931415_0,Quick Answer.,-13.381925582885742,176
332593,how often to button quail lay eggs,4431502_1,Quick Answer.,-13.392183303833008,177
332593,how often to button quail lay eggs,8434872_0,Quick Answer.,-13.392183303833008,178
332593,how often to button quail lay eggs,4431496_1,The bobwhite is the only kind of quail native to the area east of the Mississippi River.,-13.42488956451416,179
332593,how often to button quail lay eggs,8434870_0,"· November 6, 2013 ·.",-13.43099308013916,180
332593,how often to button quail lay eggs,7073993_1,They're very cute little birds and many are purchased as pets to keep in the home.,-13.464974403381348,181
332593,how often to button quail lay eggs,1167181_0,Mix crushed oyster shells in your quails feed.,-13.50188159942627,182
332593,how often to button quail lay eggs,3127491_0,"A common choice is to supply the feed in a feeder but if your quail live on dirt/grass you can try scattering the feed on the ground so that your quail can forage for the feed, they will love this.",-13.580458641052246,183
332593,how often to button quail lay eggs,4952095_4,The pen is outdoors in Georgia.,-13.88986587524414,184
332593,how often to button quail lay eggs,931412_3,"Receiving the eggs: Upon receiving your eggs from the postman, open it carefully.",-13.93991470336914,185
332593,how often to button quail lay eggs,5241321_1,This may mean that artificial lightning may be needed.,-14.077130317687988,186
332593,how often to button quail lay eggs,4952095_6,This may mean that artificial lightning may be needed.,-14.0777006149292,187
332593,how often to button quail lay eggs,4952095_3,I have 5 males and 7 females housed together in a 3X5 rais … ed pen.,-14.249911308288574,188
336901,how old is vanessa redgrave,8528679_0,Vanessa Redgrave to announce retirement at age 79.,-0.0018221217906102538,0
336901,how old is vanessa redgrave,3646550_0,"1991 46 Years Old She again won the Olivier, this time for Best Supporting Actress for Martin Sherman's play about Isadora Duncan, When She Danced, with Vanessa Redgrave at the Globe Theatre in 1991 and played Leo in Les Parents terribles at the Royal National Theatre in 1994, earning another Olivier nomination.",-0.009836888872087002,1
336901,how old is vanessa redgrave,6017284_2,"Acclaimed actress Natasha Richardson, the wife of actor Liam Neeson and daughter of acting legend Vanessa Redgrave, died Wednesday of a critical head injury resulting from a skiing accident; she was 45.",-0.05558270215988159,2
336901,how old is vanessa redgrave,6017280_1,"Acclaimed actress Natasha Richardson, the wife of actor Liam Neeson and daughter of acting legend Vanessa Redgrave, died Wednesday of a critical head injury resulting from a skiing accident; she was 45.",-0.06693961471319199,3
336901,how old is vanessa redgrave,6017286_2,"Richardson, 45, the daughter of actress Vanessa Redgrave, fell on a beginners' slope at the Mont Tremblant resort in Quebec on Monday.",-0.09818345308303833,4
336901,how old is vanessa redgrave,6017287_2,"Richardson, 45, the daughter of actress Vanessa Redgrave, fell on a beginners' slope at the Mont Tremblant resort in Quebec on Monday.",-0.09818345308303833,5
336901,how old is vanessa redgrave,3330854_0,"Pictured above, from left,Vanessa, her sister Lynn (1943-2010), and their parents Michael Redgrave (1908-1985) and Rachel Kempson (1910-2003).",-0.17358364164829254,6
336901,how old is vanessa redgrave,8528675_0,"Vanessa Redgrave was born on January 30, 1937 in London.",-0.5046787858009338,7
336901,how old is vanessa redgrave,7836261_4,Jemma Redgrave was admitted to the London Academy of Music and Dramatic Art at the age of 18.,-0.6380449533462524,8
336901,how old is vanessa redgrave,4268010_0,"Fifteen-year-old Vanessa Hurd was found Friday in Kentucky and is in protective custody there, according to a Newton County Sheriff's Department press release.",-2.1742374897003174,9
336901,how old is vanessa redgrave,7459686_0,"Liam Neeson: Ladies…] Natasha was the daughter of British actress Vanessa Redgrave, she continued her acting career while raising their two boys, Micheal and Daniel who were just 13 and 12 when she died.",-3.3104686737060547,10
336901,how old is vanessa redgrave,6096613_0,She was 45.,-3.926086664199829,11
336901,how old is vanessa redgrave,7836258_1,"It was Jemma Redgrave's grandmother, Rachel Kempson, who took her – aged five – to her first play, Peter Brook's RSC production of A Midsummer Night's Dream, followed by more Shakespeare, watching her father in Julius Caesar and Antony and Cleopatra.",-4.0241618156433105,12
336901,how old is vanessa redgrave,8130980_0,"Vanessa Redgrave is the doyenne of the renowned Redgrave family; Vanessa Hudgens, the young actor and singer from High School Musical is a more youthful bearer.",-5.006316661834717,13
336901,how old is vanessa redgrave,8528675_2,"Hundreds of fans immediately started writing their messages of condolence on the Facebook page, expressing their sadness that the talented 79-year-old actress was dead.",-5.231325149536133,14
336901,how old is vanessa redgrave,8528680_1,On Saturday (August 13) the actress' reps officially confirmed that Vanessa Redgrave is not dead.,-5.89345121383667,15
336901,how old is vanessa redgrave,8528679_1,News of actress Vanessa Redgrave’s death spread quickly earlier this week causing concern among fans across the world.,-5.971097946166992,16
336901,how old is vanessa redgrave,7209021_6,6 Vanessa Redgrave as Robin Lerner.,-6.316283226013184,17
336901,how old is vanessa redgrave,3330854_1,Absent from this picture is Vanessa's brother Corin (1939-2010).,-7.0060834884643555,18
336901,how old is vanessa redgrave,8528674_3,"Vanessa was born in Greenwich, London, to Michael Redgrave and Rachel Kempson, both thespians.",-7.2354736328125,19
336901,how old is vanessa redgrave,2229274_2,The daughter of actress Vanessa Redgrave and Tony Richardson is said to be close to death after a seemingly innocuous fall on a beginners' ski slope.,-7.310729026794434,20
336901,how old is vanessa redgrave,3330861_0,"She was the niece of the late Lynn Redgrave and the late Corin Redgrave and cousin of actress Jemma Redgrave, who is just five days younger than Richardson.",-7.418154239654541,21
336901,how old is vanessa redgrave,8528674_2,"This was in reference to his co-star's newborn daughter, Vanessa Redgrave.",-7.659687519073486,22
336901,how old is vanessa redgrave,8528678_3,"This was in reference to his co-star's newborn daughter, Vanessa Redgrave.",-7.704566955566406,23
336901,how old is vanessa redgrave,8740069_0,Richardson was married to actress Vanessa Redgrave from 1962 to 1967.,-7.87075662612915,24
336901,how old is vanessa redgrave,8528681_0,Vanessa Redgrave pays tribute to NHS staff at junior doctors rally.,-7.990192890167236,25
336901,how old is vanessa redgrave,8528681_3,Vanessa Redgrave pays tribute to NHS staff at junior doctors rally.,-7.990192890167236,26
336901,how old is vanessa redgrave,3033657_0,"The documents contain a letter from Redgrave to Travers dated July 1966, in which the actor says it made her ''very happy'' to be asked to play the role.",-8.035573959350586,27
336901,how old is vanessa redgrave,8528680_0,Vanessa Redgrave Death Hoax Dismissed Since Actress Is ‘Alive And Well’.,-8.03914737701416,28
336901,how old is vanessa redgrave,7836256_2,Vanessa Redgrave with her daughters Natasha and Joely Richardson.,-8.201020240783691,29
336901,how old is vanessa redgrave,6096613_1,The wife of Schindler's List actor Liam Neeson and daughter of actress Vanessa Redgrave and the late film director Tony Richardson died at Lenox Hill Hospital in New York.,-8.367186546325684,30
336901,how old is vanessa redgrave,3386083_0,"Natasha Richardson (III) (1963–2009) Natasha Jane Richardson was born in Marylebone, London, England, to director and producer Tony Richardson and actress Vanessa Redgrave.",-8.969670295715332,31
336901,how old is vanessa redgrave,2537065_0,"Natasha Richardson (III) (1963–2009) Natasha Jane Richardson was born in Marylebone, London, England, to director and producer Tony Richardson and actress Vanessa Redgrave.",-8.969670295715332,32
336901,how old is vanessa redgrave,2589736_1,"Vanessa Redgrave had originated the role on stage in London and Zoe Caldwell won the Tony Award for Best Actress in a Play, when she played the role in New York.",-9.074798583984375,33
336901,how old is vanessa redgrave,7836261_3,"She is the niece of actresses Vanessa Redgrave and Lynn Redgrave and cousin of Joely Richardson, Carlo Nero and Natasha Richardson.",-9.197508811950684,34
336901,how old is vanessa redgrave,8528677_2,Vanessa Redgrave on why she was ready to die: ‘Trying to live was getting too tiring’.,-9.244892120361328,35
336901,how old is vanessa redgrave,8528677_0,The G2 interview Vanessa Redgrave on why she was ready to die: ‘Trying to live was getting too tiring’.,-9.25416374206543,36
336901,how old is vanessa redgrave,8643945_0,J.J.'s old flame Vanessa has returned and he can't break the news that he no longer has a job.,-9.386862754821777,37
336901,how old is vanessa redgrave,3187470_1,"Vanessa Marano started acting in the theater when she was seven years old, performing in numerous plays at A.C.T. in Agoura Hills, California.",-9.457926750183105,38
336901,how old is vanessa redgrave,6096614_1,"Daughter of Tony Richardson and Vanessa Redgrave, and granddaughter of actor Sir Michael Redgrave, she is the niece of Lynn Redgrave and her late sister Natasha Richardson was also an actress.",-9.494871139526367,39
336901,how old is vanessa redgrave,4432630_1,"The hit British series, which airs on BBC in the U.K. and concluded its second season last month on PBS in the U.S., features a large ensemble cast of 11 main players plus Vanessa Redgrave, who is heard only in voiceover.",-9.868412971496582,40
336901,how old is vanessa redgrave,3386083_1,"She was the sister of actress Joely Richardson, the niece of actors Corin Redgrave and Lynn Redgrave, and the granddaughter of actors Michael Redgrave and Rachel Kempson.",-9.99682903289795,41
336901,how old is vanessa redgrave,2537065_1,"She was the sister of actress Joely Richardson, the niece of actors Corin Redgrave and Lynn Redgrave, and the granddaughter of actors Michael Redgrave and Rachel Kempson.",-9.99682903289795,42
336901,how old is vanessa redgrave,6091320_3,His favorite actress is a Maoist named Vanessa Redgrave.,-10.142828941345215,43
336901,how old is vanessa redgrave,2909600_1,"Natasha Jane Richardson was born in Marylebone, London, England, to director and producer Tony Richardson and actress Vanessa Redgrave.She was the sister of actress Joely Richardson, the niece of actors Corin Redgrave and Lynn Redgrave, and the granddaughter of actors Michael Redgrave and Rachel Kempson.ini Bio (1).",-10.28416919708252,44
336901,how old is vanessa redgrave,6017287_0,Natasha Richardson dies aged 45.,-10.490944862365723,45
336901,how old is vanessa redgrave,2909600_2,"Natasha Jane Richardson was born in Marylebone, London, England, to director and producer Tony Richardson and actress Vanessa Redgrave.",-10.495882987976074,46
336901,how old is vanessa redgrave,8528682_0,"She and her brother, the late Corin Redgrave, both appeared in films based on the legend of King Arthur.",-10.532571792602539,47
336901,how old is vanessa redgrave,6017284_0,Natasha Richardson Dies at 45.,-10.556952476501465,48
336901,how old is vanessa redgrave,6017280_0,Natasha Richardson Dies at 45.,-10.563279151916504,49
336901,how old is vanessa redgrave,8528678_4,"Vanessa was born in Greenwich, London, ...",-10.652681350708008,50
336901,how old is vanessa redgrave,7836255_0,"In her book, To Be a Redgrave, her mother recalls Jemma and her cousins Natasha and Joely sitting round the kitchen table discussing how much they hated the WRP.",-10.695051193237305,51
336901,how old is vanessa redgrave,2739554_0,"The film stars James McAvoy, Keira Knightley, Saoirse Ronan, Romola Garai, and Vanessa Redgrave, chronicles a crime and its consequences over the course of six decades, beginning in the 1930s.",-10.725397109985352,52
336901,how old is vanessa redgrave,7836253_0,"Jemma Redgrave was born on January 14, 1965 in London, England as Jemima Redgrave.",-10.76294994354248,53
336901,how old is vanessa redgrave,3330854_3,"Michael's parents, Roy Redgrave (1873-1922) and Margaret Scudamore (1884-1958), were also actors.",-10.923317909240723,54
336901,how old is vanessa redgrave,7836259_1,"Jemma Redgrave talks to Cassandra Jardine about rebuilding her marriage, falling for Dawn French and the burden of the family name.",-10.949968338012695,55
336901,how old is vanessa redgrave,4028521_1,The film was remade The Charge of the Light Brigade in 1968 starring Trevor Howard and Vanessa Redgrave.,-11.14709758758545,56
336901,how old is vanessa redgrave,8740069_2,"He left Redgrave for actress Jeanne Moreau, although the marriage he had anticipated never materialised.",-11.20300006866455,57
336901,how old is vanessa redgrave,4259466_0,"Vanessa also begins to see Dr. Seward, an alienist — the Victorian name for a psychologist — who is played by Patti Lupone, who also appeared last season as a centuries-old witch who took Vanessa under her wing.",-11.277576446533203,58
336901,how old is vanessa redgrave,630109_2,"Cast: Jonny Lee Miller, Philip Glenister, Stephen Campbell Moore, Natasha Little, Vanessa Redgrave, Julie Cox.",-11.333076477050781,59
336901,how old is vanessa redgrave,7836261_2,Jemma Rebecca Redgrave is a fourth-generation English actress of the Redgrave family.,-11.337265968322754,60
336901,how old is vanessa redgrave,8528680_3,"She's still alive and well, stop believing what you see on the Internet,” they said.",-11.35574722290039,61
336901,how old is vanessa redgrave,6096613_2,"The cause of death was not announced, but she had been hospitalized after suffering a devastating brain injury while skiing Monday.",-11.537622451782227,62
336901,how old is vanessa redgrave,5147393_2,"It stars Vanessa Redgrave, James Fox, and Jason Robards.",-11.5797758102417,63
336901,how old is vanessa redgrave,7836261_1,Jemma Redgrave.,-11.621363639831543,64
336901,how old is vanessa redgrave,7836255_1,"Vanessa was involved in the WRP for a while so we did have a similar experience, yeah, she says.",-11.650891304016113,65
336901,how old is vanessa redgrave,7836258_0,Vanessa could hardly grow up to be an accountant after that.,-11.663141250610352,66
336901,how old is vanessa redgrave,55618_1,"The film was directed by John Schlesinger and starred Richard Gere, Vanessa Redgrave, William Devane, Lisa Eichhorn and Tony Melody.",-11.935609817504883,67
336901,how old is vanessa redgrave,8130980_1,"On TV there have been Vanessas on The Cosby Show, Gossip Girl and Vampire Diaries.",-11.958794593811035,68
336901,how old is vanessa redgrave,4268010_1,"She's safe, said Joe Barton, who is Vanessa's foster parent in Goodland.",-11.985676765441895,69
336901,how old is vanessa redgrave,8528680_2,“She joins the long list of celebrities who have been victimized by this hoax.,-12.143741607666016,70
336901,how old is vanessa redgrave,4377113_3,Thomas was played by eight-year-old Solomon Cheifer.,-12.14383602142334,71
336901,how old is vanessa redgrave,4377113_1,Thomas was played alternately by seven-year-old Chad Allen and 10-year-old Shane Butterworth.,-12.192706108093262,72
336901,how old is vanessa redgrave,3187470_2,She began her professional career with several national commercials.,-12.196920394897461,73
336901,how old is vanessa redgrave,7836259_2,"'WE are not a troupe, says Jemma Redgrave - and our chat, friendly until then, hits the skids.",-12.227355003356934,74
336901,how old is vanessa redgrave,7836261_0,Jemma Redgrave News.,-12.267098426818848,75
336901,how old is vanessa redgrave,8643945_1,"Meanwhile, Bookman has a new female assistant name T.C. who has fallen in love with J.J., but he only has Vanessa on his mind.",-12.289149284362793,76
336901,how old is vanessa redgrave,4268010_2,They're going to make arrangements to bring her back to Indiana..,-12.290885925292969,77
336901,how old is vanessa redgrave,8528675_1,She will be missed but not forgotten.,-12.310325622558594,78
336901,how old is vanessa redgrave,7836253_3,They have two children.,-12.365100860595703,79
336901,how old is vanessa redgrave,8528679_2,However the August 2016 report has now been confirmed as a complete hoax and just the latest in a string of fake celebrity death reports.,-12.365882873535156,80
336901,how old is vanessa redgrave,8528678_1,"On January 30, 1937, renowned theatre actor Michael Redgrave was performing in a production of Hamlet in London.",-12.431010246276855,81
336901,how old is vanessa redgrave,7209024_0,"Deep Impact is a 1998 American science fiction disaster film directed by Mimi Leder, written by Bruce Joel Rubin and Michael Tolkin, and starring Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Maximilian Schell, and Morgan Freeman.",-12.485240936279297,82
336901,how old is vanessa redgrave,7836253_1,"She is an actress, known for Howards End (1992), Bramwell (1995) and Holby City (1999).",-12.513594627380371,83
336901,how old is vanessa redgrave,3187470_0,Vanessa Marano.,-12.53403091430664,84
336901,how old is vanessa redgrave,8740069_1,"The couple had two daughters, Natasha (1963–2009) and Joely Richardson (born 1965), both actresses.",-12.579644203186035,85
336901,how old is vanessa redgrave,3033657_1,"''The Mary Poppins books were some of my most favourite when I was a child,'' Redgrave wrote.",-12.601282119750977,86
336901,how old is vanessa redgrave,7836253_2,She has been married to Tim Owen since 1992.,-12.613791465759277,87
336901,how old is vanessa redgrave,2202663_0,"The House of the Spirits (film) The House of the Spirits is a 1993 German-Danish-Portuguese period drama film directed by Bille August and starring Jeremy Irons, Meryl Streep, Glenn Close, Winona Ryder, Antonio Banderas and Vanessa Redgrave.",-12.666651725769043,88
336901,how old is vanessa redgrave,7209022_0,"Deep Impact is a 1998 American science fiction disaster film[3] directed by Mimi Leder, written by Bruce Joel Rubin and Michael Tolkin, and starring Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Maximilian Schell, and Morgan Freeman.",-12.722044944763184,89
336901,how old is vanessa redgrave,6736418_2,The closest we have is Redgrave from the Tony Redgrave alias he went by.,-12.771740913391113,90
336901,how old is vanessa redgrave,7459686_2,She has-- she has a motherly instinct.,-12.801596641540527,91
336901,how old is vanessa redgrave,2460126_1,"Deep Impact is a 1998 American science fiction disaster film directed by Mimi Leder, written by Bruce Joel Rubin and Michael Tolkin, and starring Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Maximilian Schell, and Morgan Freeman.",-12.85401725769043,92
336901,how old is vanessa redgrave,7209021_0,Cast.,-13.030477523803711,93
336901,how old is vanessa redgrave,2537065_3,See full bio ».,-13.041304588317871,94
336901,how old is vanessa redgrave,8528682_1,Vanessa played Queen Guinevere in Camelot (1967) while Corin played Lord Cornwall in John Boorman's Excalibur (1981).,-13.070597648620605,95
336901,how old is vanessa redgrave,8528677_1,Published: 13 Jun 2016.,-13.11251163482666,96
336901,how old is vanessa redgrave,2537065_2,Trained at London's Central School of ...,-13.13541030883789,97
336901,how old is vanessa redgrave,8528674_0,"Mini Bio (1) On January 30, 1937, renowned theatre actor Michael Redgrave was performing in a production of Hamlet in London.",-13.141279220581055,98
336901,how old is vanessa redgrave,2537065_4,"May 11, 1963 in Marylebone, London, England, UK.",-13.142354965209961,99
336901,how old is vanessa redgrave,8528681_2,Published: 6 Feb 2016.,-13.147161483764648,100
336901,how old is vanessa redgrave,3330861_1,"Joely Richardson appeared as an extra at the age of three in the 1968 version of The Charge of the Light Brigade, directed by her father.",-13.239726066589355,101
336901,how old is vanessa redgrave,6017286_1,British actress Natasha Richardson has died from head injuries sustained in a skiing accident in Canada.,-13.2539644241333,102
336901,how old is vanessa redgrave,6017287_1,British actress Natasha Richardson has died from head injuries sustained in a skiing accident in Canada.,-13.2539644241333,103
336901,how old is vanessa redgrave,7836256_1,"“I can feel a sort of pride in all my family - Mum, Lynn, Corin, Tasha, my cousin Jemma - because, I think, how wonderful that this troop of gypsies can carry on telling stories.”.",-13.27468490600586,104
336901,how old is vanessa redgrave,6736418_4,"Dec 17, 2012.",-13.303211212158203,105
336901,how old is vanessa redgrave,5147393_0,"For other uses, see Isidore.",-13.31784439086914,106
336901,how old is vanessa redgrave,7836256_0,29/08/2012 13:31 | Updated 06 December 2012.,-13.371321678161621,107
336901,how old is vanessa redgrave,2909600_0,Mini Bio (1).,-13.375426292419434,108
336901,how old is vanessa redgrave,7836259_0,'I was terrified of being on my own'.,-13.383490562438965,109
336901,how old is vanessa redgrave,630109_0,Plot Summary.,-13.4080810546875,110
336901,how old is vanessa redgrave,8528681_1,Actor thanks NHS workers for saving her life and caring for family members in address to crowd in central London.,-13.420679092407227,111
336901,how old is vanessa redgrave,6096614_0,For Joely the theater must be in her genes.,-13.44547176361084,112
336901,how old is vanessa redgrave,6017284_1,"18 March 2009 5:23 PM, PDT | IMDb News.",-13.45167064666748,113
336901,how old is vanessa redgrave,6091320_4,"He can talk about politics, but he'd rather not.",-13.453951835632324,114
336901,how old is vanessa redgrave,3330854_2,"This photo was taken in 1960, on the occasion of Michael and Rachel's silver wedding anniversary.",-13.48049545288086,115
336901,how old is vanessa redgrave,2229274_0,Natasha Richardson kept alive on life support so that relatives can say their final farewells.,-13.484152793884277,116
336901,how old is vanessa redgrave,4377113_4,"In Los Angeles, the play was revived in 2004 at the ARK Theatre Company in a production directed by Susan Lee Johnson.",-13.538239479064941,117
336901,how old is vanessa redgrave,8528674_1,"During the curtain call, the show's lead, Laurence Olivier, announced to the audience: tonight a great actress was born.",-13.578261375427246,118
336901,how old is vanessa redgrave,4377113_0,"In Los Angeles, Elizabeth Huddle and then Lynn Redgrave played Sister Mary.",-13.590572357177734,119
336901,how old is vanessa redgrave,7209021_8,8 James Cromwell as Former Secretary of the Treasury Alan Rittenhouse.,-13.601816177368164,120
336901,how old is vanessa redgrave,8528678_0,Actress | Soundtrack | Producer.,-13.638965606689453,121
336901,how old is vanessa redgrave,6017286_0,A look back at Natasha Richardson's life.,-13.65717887878418,122
336901,how old is vanessa redgrave,6736418_1,"Yeah, there is no official last name for the Twins...or really any character in the DMC series.",-13.705398559570312,123
336901,how old is vanessa redgrave,6736418_0,Dev Brown I'm the internet.,-13.758712768554688,124
336901,how old is vanessa redgrave,4432630_0,The cast members of Call the Midwife can do more than just deliver babies.,-13.77884578704834,125
336901,how old is vanessa redgrave,2739554_3,"Worldwide distribution was managed by Universal Studios, with minor releases through other divisions.",-13.78247356414795,126
336901,how old is vanessa redgrave,2589736_0,Smith won the Academy Award for Best Actress for her performance in the title role of the 1969 film The Prime of Miss Jean Brodie.,-13.788363456726074,127
336901,how old is vanessa redgrave,6091320_2,He's done more Shakespeare onscreen than anyone else alive.,-13.844918251037598,128
336901,how old is vanessa redgrave,55618_0,Yanks is a 1979 period drama film set during World War II in Northern England.,-13.845829010009766,129
336901,how old is vanessa redgrave,8528678_2,"During the curtain call, the show's lead, Laurence Olivier, announced to the audience: tonight a great actress was born.",-13.858512878417969,130
336901,how old is vanessa redgrave,2460126_2,Steven Spielberg served as an executive producer of this film.,-13.873754501342773,131
336901,how old is vanessa redgrave,7209022_1,Steven Spielberg served as an executive producer of this film.,-13.876688957214355,132
336901,how old is vanessa redgrave,7459686_1,Liam Neeson: And she cared for everybody.,-13.900564193725586,133
336901,how old is vanessa redgrave,7209021_4,4 Morgan Freeman as President Tom Beck.,-13.915678977966309,134
336901,how old is vanessa redgrave,2460126_0,"For the NASA mission to several comets, see Deep Impact (spacecraft).",-13.956995964050293,135
336901,how old is vanessa redgrave,2229274_1,Natasha Richardson's family are gathering at her bedside as it was revealed the injured actress had been flown home to New York to 'spend one last day with her family'.,-13.992290496826172,136
336901,how old is vanessa redgrave,7209021_2,2 Téa Leoni as Jenny Lerner.,-14.003173828125,137
336901,how old is vanessa redgrave,4377113_2,"In San Francisco, Sister Mary was played by Cloris Leachman, Lynn Redgrave and Peggy Cass.",-14.048964500427246,138
336901,how old is vanessa redgrave,2202663_1,"The supporting cast includes María Conchita Alonso, Armin Mueller-Stahl, and Jan Niklas.",-14.052145957946777,139
336901,how old is vanessa redgrave,630109_1,British poet Lord Byron (Jonny Lee Miller) pines for his half sister (Natasha Little) and takes numerous lovers.,-14.10352611541748,140
336901,how old is vanessa redgrave,6091320_5,"The unexpected life of Charlton Heston, actor.",-14.131964683532715,141
336901,how old is vanessa redgrave,7209021_5,5 Maximilian Schell as Jason Lerner.,-14.132698059082031,142
336901,how old is vanessa redgrave,55618_2,It was Schlesinger's first British film since Sunday Bloody Sunday which he directed in 1971.,-14.197763442993164,143
336901,how old is vanessa redgrave,2739554_1,It was produced by Working Title Films and filmed in England.he film also opened the 2007 Vancouver International Film Festival.,-14.19835090637207,144
336901,how old is vanessa redgrave,2739554_2,"Atonement was released in the United Kingdom and Ireland on 7 September 2007, and in North America on 7 December 2007.",-14.205318450927734,145
336901,how old is vanessa redgrave,6091320_1,He did theater with Laurence Olivier.,-14.20826530456543,146
336901,how old is vanessa redgrave,5147393_1,Isadora (also known as The Loves of Isadora) is a 1968 biographical film which tells the story of celebrated American dancer Isadora Duncan.,-14.217267990112305,147
336901,how old is vanessa redgrave,4028521_0,This was the second of eight films in which Errol Flynn and Olivia de Havilland starred together.,-14.249945640563965,148
336901,how old is vanessa redgrave,6091320_0,CHARLTON HESTON He starred in Touch of Evil for Orson Welles.,-14.300640106201172,149
336901,how old is vanessa redgrave,7209021_7,7 Leelee Sobieski as Sarah Hotchner.,-14.450989723205566,150
336901,how old is vanessa redgrave,7209021_1,1 Elijah Wood as Leo Biederman.,-14.485310554504395,151
